Restaurant Name,City,Cuisines,Aggregate rating,Average Cost for two
Kents Fast Food,New Delhi,"North Indian, Chinese, Fast Food",2.8,900
Paharia Meat & Chicken Shop,New Delhi,North Indian,2.8,250
Palji Corner,New Delhi,North Indian,3.3,150
Paratha Hi Paratha,New Delhi,North Indian,3.1,100
Picasso Roof Top,New Delhi,"Continental, European, North Indian",3.1,1100
RK Dosa,New Delhi,South Indian,2.8,150
Sandoz,New Delhi,"Chinese, North Indian",2.6,600
Sardar Ji,New Delhi,"North Indian, Mughlai",3.0,120
Satkar Fast Food,New Delhi,North Indian,2.8,200
Sweetheart Cupcakes,New Delhi,Desserts,3.1,150
The Earthen Grill,New Delhi,"North Indian, Mughlai, Awadhi",3.2,350
Twenty Four Seven,New Delhi,"Fast Food, North Indian",2.8,300
A Patisseries Gallery,New Delhi,"Bakery, Desserts",0.0,200
Aggarwal Bikaneri Sweets,New Delhi,Mithai,0.0,100
Aggarwal Sweets & Bakers,New Delhi,"Desserts, Street Food",0.0,200
Avatar Da Dhaba,New Delhi,North Indian,0.0,200
Bengali Restaurant,New Delhi,"Bengali, Chinese",0.0,150
Biryani Express,New Delhi,Biryani,0.0,200
Brahm Point Fast Food,New Delhi,"Fast Food, Chinese",0.0,150
Chinese Hot,New Delhi,Chinese,0.0,300
Curry Man,New Delhi,North Indian,0.0,200
Diya Chinese Food,New Delhi,Chinese,0.0,300
Foodies,New Delhi,Chinese,0.0,400
Fresh Meat CO,New Delhi,"Raw Meats, Fast Food",0.0,300
Hans Fast Food Center,New Delhi,"Fast Food, Desserts",0.0,150
Happy Hours,New Delhi,"Chinese, Fast Food",0.0,200
Khalsa Eating Point,New Delhi,North Indian,0.0,300
Krishna Yummy Foods,New Delhi,North Indian,0.0,250
Laxmi Dhaba,New Delhi,North Indian,0.0,100
Milan Shudh Vaishno,New Delhi,North Indian,0.0,300
Milko Sweets Corner,New Delhi,"Mithai, Street Food",0.0,100
New Punjabi Chaap Corner,New Delhi,Chinese,0.0,300
Nik's Chawla Chik Inn,New Delhi,"North Indian, Fast Food",0.0,600
Paras Corner,New Delhi,Chinese,0.0,150
Punjabi Tadka,New Delhi,North Indian,0.0,250
Sardar A Pure Meat Shop,New Delhi,"Raw Meats, Fast Food, North Indian",0.0,150
Shahi Hyderbadi Biryani,New Delhi,Mughlai,0.0,250
Shashi's China Wok,New Delhi,Chinese,0.0,250
Urban Palate,New Delhi,Fast Food,0.0,300
Wrapss,New Delhi,"Chinese, Fast Food",0.0,350
China Kitchen,New Delhi,"Chinese, North Eastern",0.0,350
Chowringhee,New Delhi,Fast Food,0.0,250
D-Food,New Delhi,"Chinese, Fast Food, Bakery",0.0,500
Kith N Kin Cafeteria,New Delhi,"Chinese, North Indian",0.0,300
Lazeez Rasoi,New Delhi,"Chinese, North Indian",0.0,300
Red Rose Restaurant,New Delhi,Fast Food,0.0,450
Shri Bikaner Sweets & Restaurant,New Delhi,"North Indian, Chinese, South Indian",0.0,500
Welcome Family Restaurant,New Delhi,"North Indian, South Indian",0.0,400
Al Bake,New Delhi,"North Indian, Mughlai",2.7,400
Americana Kitchen and Bar,New Delhi,"American, Tex-Mex, Italian, Mexican, North Indian",2.8,1900
Bawa Snacks Corner,New Delhi,North Indian,2.8,150
Bhimsain's Bengali Sweet House,New Delhi,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",2.9,450
Cafe Coffee Day,New Delhi,Cafe,3.1,450
Cafe Coffee Day,New Delhi,Cafe,3.0,450
Dolce Gelato,New Delhi,"Ice Cream, Beverages, Fast Food",3.2,300
Domino's Pizza,New Delhi,"Pizza, Fast Food",3.0,700
Gopala,New Delhi,"North Indian, Street Food",3.0,150
New Punjabi Khana,New Delhi,North Indian,3.1,200
New Vishal Corner,New Delhi,"North Indian, Street Food, Fast Food",3.1,250
Punjabi Khana,New Delhi,North Indian,3.2,200
Rajshree,New Delhi,"South Indian, Chinese",3.1,250
Snack Junction,New Delhi,"North Indian, Chinese",3.0,250
Sona,New Delhi,"North Indian, South Indian, Fast Food",3.4,400
Southy,New Delhi,South Indian,2.5,450
The First Floor,New Delhi,"North Indian, Chinese",3.1,1000
Hype,New Delhi,"Finger Food, Italian, Middle Eastern",3.7,4700
McDonald's,New Delhi,"Fast Food, Burger",3.7,500
New Punjabi Khana,New Delhi,North Indian,3.9,200
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",3.6,800
Shree Rathnam,New Delhi,"South Indian, North Indian, Chinese",3.6,800
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",3.6,500
Al Mughal,New Delhi,Mughlai,0.0,250
Anupama Restaurant,New Delhi,North Indian,0.0,150
Cafe Einstein,New Delhi,"North Indian, Fast Food",0.0,550
Delicious Eating Corner,New Delhi,North Indian,0.0,400
Gupta Rasoi,New Delhi,North Indian,0.0,200
Paras Chicken Point,New Delhi,North Indian,0.0,400
Ralhan Eating Corner,New Delhi,North Indian,0.0,200
Pind Balluchi,New Delhi,"North Indian, Mughlai",2.4,1000
Oh! Calcutta,New Delhi,"Bengali, Seafood",4.4,1400
Alcoholic Lounge & Bar,New Delhi,Finger Food,2.8,1800
Baljeet's Amritsari Koolcha,New Delhi,North Indian,3.1,300
Bikanervala,New Delhi,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",3.4,550
Cafe Coffee Day,New Delhi,Cafe,3.3,450
Chicago Pizza,New Delhi,"Fast Food, Italian, Pizza",3.4,500
Cocoberry,New Delhi,Desserts,3.3,300
Dilli Chaap Wale,New Delhi,"North Indian, Fast Food",3.4,450
Dips,New Delhi,"South Indian, Chinese",2.8,300
Domino's Pizza,New Delhi,"Pizza, Fast Food",3.4,700
Gullu's,New Delhi,"North Indian, Mughlai",2.9,550
Hashtag Foods,New Delhi,"Fast Food, Beverages",3.4,300
Mini Meals,New Delhi,"North Indian, South Indian, Fast Food",2.7,300
No Name - Taste Hi Kaafi Hai,New Delhi,"Burger, Fast Food",3.2,400
Pind Balluchi,New Delhi,"North Indian, Mughlai",2.7,1000
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",3.3,1000
Raj Bhature wala,New Delhi,"North Indian, Fast Food, Chinese",3.4,350
Rolls Tiger,New Delhi,Fast Food,3.4,450
SGF - Spice Grill Flame,New Delhi,"North Indian, Chinese",3.4,500
Smoksha Cafe and Lounge,New Delhi,"Cafe, Chinese",3.4,600
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",3.4,500
Sura Vie,New Delhi,"North Indian, Italian, Chinese, Thai",3.4,1400
Billu's Hut,New Delhi,"Fast Food, Chinese",3.9,350
BTW,New Delhi,Street Food,3.7,200
Burger King,New Delhi,"Burger, Fast Food",3.6,500
Cafe Coffee Day,New Delhi,Cafe,3.5,450
Chills 'n' Grills,New Delhi,"Fast Food, Chinese",3.6,350
Fusion N Food,New Delhi,Fast Food,3.8,300
Giani,New Delhi,"Ice Cream, Desserts",3.6,400
Hot Spot,New Delhi,"Fast Food, North Indian, Beverages",3.8,400
La Americana,New Delhi,"Fast Food, Burger",3.6,450
Mogambo Khush Hua,New Delhi,Chinese,3.8,400
Niti Shake & Ice Cream Hub,New Delhi,"Desserts, Beverages",3.8,200
Pacific Asia,New Delhi,"North Indian, Chinese",3.7,1200
Papa Veg Chinese Food,New Delhi,Chinese,3.8,450
Pasta Hut,New Delhi,Fast Food,3.5,400
Ram G Snacks & Food Corner,New Delhi,"North Indian, Chinese, Street Food",3.5,150
Sandwich King,New Delhi,"Fast Food, Beverages",3.8,500
Shake Eat Up,New Delhi,"Fast Food, Beverages",3.9,400
Starbucks,New Delhi,Cafe,3.7,700
The Chai Story,New Delhi,Cafe,3.6,300
Themis Barbecue House,New Delhi,North Indian,3.8,1400
Utsav,New Delhi,Bakery,3.5,250
Barbeque Nation,New Delhi,"North Indian, Chinese",4.1,1600
Bistro 57,New Delhi,"Fast Food, Beverages",4.0,500
Calendar Khana Laao,New Delhi,"North Indian, Chinese, Continental",4.2,1000
Chaayos,New Delhi,"Cafe, Tea",4.1,400
Eleven Course,New Delhi,"North Indian, Chinese, Italian, Mexican, Lebanese",4.0,1650
Sinciti,New Delhi,"North Indian, Chinese, Italian, Lebanese, Mexican",4.0,1200
Admission Lounge,New Delhi,"North Indian, Continental, Chinese, Fast Food",2.7,2500
Al Zaika,New Delhi,"North Indian, Mughlai",2.9,700
Angels in my Kitchen,New Delhi,"Bakery, Desserts, Fast Food",3.2,350
Asian Curry,New Delhi,"Thai, Chinese",3.0,800
Chaska,New Delhi,"Fast Food, North Indian",3.3,500
Chik Chow,New Delhi,"North Indian, Mughlai, Chinese",3.3,650
Deep Sweet Corner,New Delhi,"North Indian, Fast Food, Chinese, Mithai",2.7,400
Deepika Khaitan's Cakes,New Delhi,"Bakery, Desserts",2.9,700
Dhaba On Wheels,New Delhi,"North Indian, Mughlai",2.7,600
Domino's Pizza,New Delhi,"Pizza, Fast Food",2.8,700
Evergreen Sweets,New Delhi,"North Indian, South Indian, Chinese, Mithai",2.8,350
Gopala,New Delhi,"Mithai, Street Food",3.0,250
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",3.0,350
Halal Pizza Fun,New Delhi,"Pizza, Fast Food",3.1,450
Keventers,New Delhi,Beverages,3.3,400
Khan Chicken Biryani,New Delhi,North Indian,2.9,500
McDonald's,New Delhi,"Fast Food, Burger",3.4,500
Midnight Bites,New Delhi,"North Indian, Chinese, Fast Food",3.1,550
Moti Mahal Delux,New Delhi,"North Indian, Mughlai",2.9,800
MT Everest Food Corner,New Delhi,"North Indian, Chinese",2.9,700
Muradabad Ki Mashoor Sama Chicken Biryani,New Delhi,"Biryani, North Indian",2.9,350
New Laziz,New Delhi,"North Indian, Mughlai",2.9,550
Talab South Indian Restaurant,New Delhi,"South Indian, Chinese",2.7,200
Tipu Sultan Chicken Point,New Delhi,"Biryani, Mughlai",3.2,250
Yo Wok,New Delhi,"Chinese, Japanese, Thai",2.8,750
Zoet Desserts,New Delhi,"Bakery, Desserts",3.0,600
Zooby's Kitchen,New Delhi,"North Indian, Mughlai, Chinese",2.8,800
Hotel Malabar,New Delhi,"Kerala, Biryani",3.6,400
Hwealthcafe,New Delhi,"Cafe, Healthy Food, Continental",3.5,800
Noorjahan,New Delhi,"North Indian, Mughlai, Chinese",3.8,700
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",3.9,800
Sushiya Express,New Delhi,"Sushi, Asian",3.5,800
Tuptakes,New Delhi,"Bakery, Desserts",3.6,350
Annapurna Food Point,New Delhi,North Indian,0.0,200
Arabian & Turkish CafÃ­Â©,New Delhi,"Turkish, Arabian, Moroccan, Lebanese",0.0,400
Brij Palace Restaurant,New Delhi,North Indian,0.0,250
Bruncheez,New Delhi,Fast Food,0.0,150
Buena Tierra,New Delhi,Bakery,0.0,300
Cafe Coffee Day,New Delhi,Cafe,0.0,450
Chokoreto - The Cake Design Studio,New Delhi,"Bakery, Desserts",0.0,300
Crazylicious Cakes N Desserts,New Delhi,"Bakery, Desserts",0.0,300
Halal Pizza 'n' Joy,New Delhi,Pizza,0.0,450
Shree Bhojnalaya,New Delhi,North Indian,0.0,100
Shree Laxmi Dhaba,New Delhi,North Indian,0.0,100
Swaad Restaurant,New Delhi,"North Indian, Mughlai, Chinese",0.0,700
The Bay Leaf,New Delhi,"Chinese, Indian",0.0,500
Lotus Pond,New Delhi,"Chinese, Seafood, Asian",4.2,1800
Cafe Turtle,New Delhi,"Cafe, Italian, Lebanese",3.2,1000
Gulfam Kashmiri Wazwan,New Delhi,Mughlai,3.4,300
Kit Care Kabab Corner,New Delhi,"North Indian, Fast Food",2.9,350
Liter Basar,New Delhi,Bakery,3.1,350
N. Iqbal Restaurant,New Delhi,"North Indian, Mughlai",3.2,350
Ghalib Kabab Corner,New Delhi,"Mughlai, Biryani",3.9,300
Karim's,New Delhi,"Mughlai, North Indian",3.7,800
Chick Fish Point,New Delhi,North Indian,0.0,350
Monis Kada Hotel,New Delhi,Mughlai,0.0,400
Comesum,New Delhi,"Fast Food, North Indian, South Indian",2.2,350
Lunch Express,New Delhi,North Indian,3.3,250
Aloo Bhaji Restaurant,New Delhi,North Indian,0.0,500
Chinese Corner,New Delhi,"Chinese, South Indian",0.0,300
Gupta Bhojnalya,New Delhi,North Indian,0.0,300
Sam's 22,New Delhi,"Fast Food, Beverages",0.0,250
The Bakery,New Delhi,Bakery,0.0,300
Twenty Four Seven,New Delhi,"Fast Food, North Indian",0.0,300
Vishal Snacks,New Delhi,"North Indian, Chinese, South Indian",0.0,300
Chawla Dhaba,New Delhi,North Indian,3.0,500
Shri Gupta'z,New Delhi,"Mughlai, North Indian, Chinese",3.2,500
The Golden Leaf,New Delhi,"North Indian, Fast Food",3.0,700
Red Moon Bakery,New Delhi,"Bakery, Desserts",3.5,400
Cafe Point,New Delhi,"Fast Food, Beverages",0.0,100
TLC Kitchen,New Delhi,Healthy Food,0.0,600
Berco's,New Delhi,"Chinese, Thai",3.1,1100
Bikano Chat Cafe,New Delhi,"North Indian, Street Food, South Indian, Fast Food, Chinese",2.6,500
BonJuz,New Delhi,"Healthy Food, Juices",3.1,200
Cafe Coffee Day - The Lounge,New Delhi,Cafe,2.6,750
Chicago Pizza,New Delhi,Pizza,3.2,800
Domino's Pizza,New Delhi,"Pizza, Fast Food",3.3,700
Dosa Village,New Delhi,South Indian,3.2,500
Dunkin' Donuts,New Delhi,"Burger, Desserts, Fast Food",3.4,600
Gelato Italiano,New Delhi,"Ice Cream, Desserts",3.3,200
Gelato Vinto,New Delhi,"Desserts, Ice Cream",2.7,250
Keventers,New Delhi,Beverages,3.2,400
KFC,New Delhi,"American, Fast Food",2.6,500
Kings Kulfi,New Delhi,"Desserts, Ice Cream",3.3,150
Mr. Sub,New Delhi,Fast Food,2.8,400
Shanghai Moon,New Delhi,Chinese,2.6,800
The Blue Tandoor,New Delhi,"North Indian, Mughlai",2.6,700
Costa Coffee,New Delhi,Cafe,3.6,600
Giani's,New Delhi,"Ice Cream, Desserts",3.9,400
Hinglish - Cafe Beach Bar,New Delhi,"Continental, North Indian, Italian",3.7,1600
Spaghetti Kitchen,New Delhi,Italian,3.8,2000
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",3.5,500
Swiss Softy,New Delhi,"Ice Cream, Beverages",3.9,250
The Bubble Tea,New Delhi,Beverages,3.5,250
Creambell & Chocoxess,New Delhi,"Ice Cream, Desserts",0.0,200
Hang Out,New Delhi,"Italian, Continental, Fast Food, North Indian",0.0,1000
Mx Corn,New Delhi,Fast Food,0.0,100
The Belgian Fries Company,New Delhi,"European, American, Street Food",0.0,400
Al-Sameer,New Delhi,"North Indian, Mughlai",2.9,400
Allure,New Delhi,"North Indian, Chinese, Finger Food",2.8,600
BarShala,New Delhi,Finger Food,3.1,600
Bikaner House,New Delhi,"North Indian, Street Food, Fast Food, Chinese, South Indian, Mithai",3.0,500
Cafe Coffee Day,New Delhi,Cafe,2.7,450
Cafe CoffeeCo,New Delhi,Cafe,3.4,350
Cafe Festa,New Delhi,"Cafe, North Indian, Fast Food",3.2,600
Cheers Lounge Bar,New Delhi,"North Indian, Chinese",2.8,1100
Chowmein Hut,New Delhi,Chinese,2.9,200
Club India Cafe & Restaurant,New Delhi,"North Indian, Fast Food, Chinese, Japanese, Asian, Italian",2.9,900
Domino's Pizza,New Delhi,"Pizza, Fast Food",3.1,700
Everest Bakery Cafe,New Delhi,"Cafe, Fast Food, Asian, Italian",2.8,700
Everest Kitchen,New Delhi,"North Indian, Chinese, Tibetan, Italian, Fast Food",3.2,550
Exotic Rooftop Restaurant,New Delhi,"Chinese, Thai, Seafood, North Indian, Italian",3.0,600
Flavours,New Delhi,"North Indian, Chinese, South Indian",2.9,500
Gagan Assam Bengal Restaurant,New Delhi,"North Indian, Bengali",2.9,300
Gold Resto Bar,New Delhi,"North Indian, Chinese",2.9,850
Grand Madras Cafe,New Delhi,South Indian,2.9,250
Green Chilli,New Delhi,"North Indian, Chinese, Continental",2.8,800
Gurdev Punjabi Restaurant,New Delhi,North Indian,3.0,200
Haji Irshad Biryani Centre,New Delhi,Biryani,3.0,200
Hungerzz Grill,New Delhi,Fast Food,3.0,250
Janta Sweets,New Delhi,"Street Food, Mithai",3.0,200
Khosla Cafe,New Delhi,"North Indian, Chinese, Fast Food",3.2,400
King Bar & Restaurant,New Delhi,"North Indian, Chinese, Continental",3.0,900
Le Fairway Restaurant & Bar,New Delhi,"North Indian, Continental",3.1,1000
Madan Cafe & Restaurant,New Delhi,"North Indian, Chinese, Fast Food",3.1,300
Malhotra Restaurant,New Delhi,"North Indian, Chinese, Continental, Italian",2.9,800
Metropolis Bar,New Delhi,"Chinese, Continental, North Indian",3.0,700
Mikky Restaurant,New Delhi,North Indian,2.8,800
Mourya Sweets Chat Bhandar,New Delhi,"Fast Food, Chinese, Mithai, Street Food",2.9,200
My Bar & Restaurant,New Delhi,"North Indian, Chinese, Italian, Continental",3.2,700
My Love Restaurant & Bar,New Delhi,"North Indian, Mughlai, Chinese",2.7,1000
Organic German Bakeshop - Brown Bread Bakery,New Delhi,"Fast Food, Continental, Italian, Bakery",3.2,600
Paankhuri Restaurant,New Delhi,North Indian,3.0,500
Pardeep Corner,New Delhi,North Indian,3.3,300
Pehalwan Da Hotel,New Delhi,Mughlai,3.1,350
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",2.8,800
Re Cafe,New Delhi,"Continental, Fast Food",3.1,1300
Rumi Amritsari Naan,New Delhi,"North Indian, Chinese",3.2,200
Sagar Bar-Be Que,New Delhi,"North Indian, Mughlai",2.7,500
Satyam Rooftop Restaurant,New Delhi,"North Indian, Chinese, Fast Food",2.9,600
Sethi Restaurant,New Delhi,"North Indian, Mughlai",2.8,800
Shri Bankey Bihari Samosa Wala,New Delhi,Street Food,3.1,100
Sonu South Indian Restaurant,New Delhi,"South Indian, North Indian",2.9,300
Southern Welcome Restaurant,New Delhi,"South Indian, North Indian",2.7,250
Swagat Dhaba,New Delhi,North Indian,2.7,200
Tadka 4986,New Delhi,"Chinese, Italian, North Indian",3.4,600
The Drunkyard Cafe,New Delhi,"North Indian, Chinese, Continental, Thai",3.0,850
The Gem Bar & Restaurant,New Delhi,"Continental, North Indian, Chinese",3.2,1400
The Indian Grill Restaurant,New Delhi,"North Indian, Continental",2.8,600
True Blue,New Delhi,"North Indian, Mughlai, Chinese",3.0,900
U Like,New Delhi,North Indian,3.0,600
Vaga Bond,New Delhi,"North Indian, Chinese, Continental",2.9,550
Vrinda Vaishno Dhaba,New Delhi,North Indian,2.8,200
White Heart Restro Bar,New Delhi,North Indian,2.7,1100
Haldiram Bhujiawala,New Delhi,"Street Food, North Indian, South Indian, Mithai",3.5,400
Maa Bhagwati,New Delhi,North Indian,3.5,400
Cafe Brownie,New Delhi,"Cafe, Italian",0.0,600
Cafexpress,New Delhi,Beverages,0.0,100
Mauja Hi Mauja,New Delhi,Street Food,0.0,100
Metro Bar & Family Restaurant,New Delhi,"North Indian, Chinese",0.0,1000
Bajaj Vaishno Dhaba,New Delhi,North Indian,2.2,400
Sita Ram Diwan Chand,New Delhi,Street Food,4.3,100
Aayush Food Plaza,New Delhi,"Chinese, Fast Food",2.9,300
Ankit Fast Food Corner,New Delhi,Chinese,2.9,200
Da Pizza Corner,New Delhi,"Fast Food, Pizza",3.0,600
Mughal Zaika Chicken Point,New Delhi,"North Indian, Mughlai, Chinese",2.9,400
Nawab Restaurant,New Delhi,"North Indian, Mughlai",2.9,400
New Bikaner Sweets,New Delhi,"Street Food, Desserts",3.0,200
Pizza Yum,New Delhi,"Pizza, Fast Food",2.7,650
Radhika Sweets,New Delhi,"Desserts, Street Food",2.9,100
Satguru Di Hatti,New Delhi,North Indian,2.8,200
Sher-E-Punjab,New Delhi,North Indian,3.0,450
Shudh Vaishno Amritsari Naan,New Delhi,North Indian,3.0,150
Sumit Sweets,New Delhi,"Mithai, Street Food",2.8,100
Aggarwal Bikaner Wala,New Delhi,"Mithai, Street Food",0.0,100
Aggarwal Sweet Centre,New Delhi,North Indian,0.0,150
Aggarwal Sweet India,New Delhi,Mithai,0.0,100
Aggarwal Sweets Centre,New Delhi,"Mithai, Street Food, North Indian, South Indian",0.0,200
Aggarwal Sweets,New Delhi,North Indian,0.0,300
Anupama Snacks and Sweets Corner,New Delhi,Mithai,0.0,100
Baba Ka Dhaba,New Delhi,North Indian,0.0,200
Balaji Eating Point,New Delhi,North Indian,0.0,200
Bhagat Ji Sweets,New Delhi,Fast Food,0.0,200
Bikaner Sweet Corner,New Delhi,"Mithai, Street Food",0.0,100
Chavi Food Point,New Delhi,North Indian,0.0,350
Cook & Connect,New Delhi,"North Indian, Mughlai, Chinese",0.0,600
Dinesh Ka Mithila Dhaba,New Delhi,North Indian,0.0,150
Domino's Pizza,New Delhi,"Pizza, Fast Food",0.0,700
Flavors Of London,New Delhi,"Desserts, Ice Cream, Fast Food",0.0,200
Flavours Of London,New Delhi,"Ice Cream, Bakery",0.0,200
Foji Bhai Hotel,New Delhi,North Indian,0.0,100
Green Chilli,New Delhi,Chinese,0.0,200
Hook N Cook,New Delhi,Chinese,0.0,600
Hyderabadi & Muradabadi Chicken Corner,New Delhi,Mughlai,0.0,450
It's Pizza Town,New Delhi,"Pizza, Fast Food",0.0,500
ITO Ke Mashoor Chole Bhature,New Delhi,Street Food,0.0,100
Janta Special Lassi Corner,New Delhi,Street Food,0.0,150
Kairi The Royal Taste,New Delhi,"North Indian, South Indian, Chinese",0.0,400
Kasba,New Delhi,Chinese,0.0,250
Kayasthas Food Junction,New Delhi,"Chinese, Fast Food",0.0,200
KGN Chicken Corner,New Delhi,Mughlai,0.0,350
Maggi Point,New Delhi,"Chinese, North Indian",0.0,350
Momozone,New Delhi,Fast Food,0.0,150
Munna Bakery,New Delhi,Bakery,0.0,100
N.S. Pizza Point,New Delhi,Pizza,0.0,200
Nand Bhai Chholey Bhature,New Delhi,Street Food,0.0,100
New Lazeez Tandoor,New Delhi,"North Indian, Chinese",0.0,500
Pizza Day,New Delhi,"Pizza, Fast Food",0.0,500
Pizza Day,New Delhi,"Pizza, Fast Food",0.0,500
Pritam Tiffin Service,New Delhi,North Indian,0.0,100
Rana Sweets and Restaurant,New Delhi,"North Indian, Fast Food, Mithai",0.0,200
Rastogi Sweets & Caterers,New Delhi,"Mithai, Street Food",0.0,100
Recipe Tadka,New Delhi,North Indian,0.0,500
Sahi Pakde Hain,New Delhi,"North Indian, Mughlai, Chinese",0.0,550
Sher e Punjab Rasoi,New Delhi,North Indian,0.0,400
Shyam Rasoi,New Delhi,North Indian,0.0,200
Subhan Chicken Biryani,New Delhi,Biryani,0.0,200
Surprise - Bakers & Bites,New Delhi,"Bakery, Fast Food",0.0,400
The Night Rider,New Delhi,"North Indian, Chinese",0.0,500
Vikram Ji Snacks,New Delhi,Fast Food,0.0,200
Yadav Chaat Bhandar,New Delhi,Street Food,0.0,100
Yadav Ji Chholey Bhature,New Delhi,Street Food,0.0,50
Burger King,New Delhi,"Burger, Fast Food",3.2,500
Chaayos,New Delhi,"Cafe, Tea",3.2,400
Berco's,New Delhi,"Chinese, Thai",0.0,900
Chicago Pizza,New Delhi,Pizza,0.0,600
Domino's Pizza,New Delhi,"Pizza, Fast Food",0.0,700
Dunkin' Donuts,New Delhi,"Burger, Desserts, Fast Food",0.0,600
Keventers,New Delhi,Beverages,0.0,400
Khan Chacha,New Delhi,"Mughlai, North Indian",0.0,650
Wow! Momo,New Delhi,"Chinese, Fast Food",0.0,350
Aalis Kathi Kabab,New Delhi,"Fast Food, North Indian",3.3,400
Dill's Chawla Chik Inn,New Delhi,"North Indian, Mughlai",3.4,550
Ipshita's Cakes Mamma Bakes,New Delhi,Bakery,3.1,700
Big Wong,New Delhi,"Chinese, Thai",4.3,900
Giani's,New Delhi,"Ice Cream, Desserts",3.3,400
Baskin Robbins,New Delhi,Ice Cream,3.5,300
Chicken Inn,New Delhi,"North Indian, Mughlai, Chinese",3.6,1500
Ichiban,New Delhi,"Chinese, Thai, Japanese",3.9,1200
Krishna Di Kulfi,New Delhi,"Ice Cream, Desserts",3.8,200
Pindi,New Delhi,"North Indian, Mughlai, Chinese",3.8,1700
Veg Gulati,New Delhi,North Indian,3.8,1200
Chor Bizarre,New Delhi,North Indian,4.4,1600
Gulati,New Delhi,"North Indian, Mughlai",4.4,1500
Havemore,New Delhi,North Indian,4.1,1500
Aggarwal Sweets,New Delhi,Street Food,2.9,250
Om Sai Dosa Corner,New Delhi,"South Indian, Chinese",2.9,350
Angelena Restaurant,New Delhi,"North Indian, Chinese",0.0,350
Chennai Dosa Express,New Delhi,South Indian,0.0,300
Chennai Dosa Xpress,New Delhi,South Indian,0.0,300
Domino's Pizza,New Delhi,"Pizza, Fast Food",0.0,700
Foodizm,New Delhi,"North Indian, Chinese",0.0,250
Healthy Nutrienty,New Delhi,"Beverages, Healthy Food",0.0,250
